qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.051434993743896484,0.07034587860107422,0.07105159759521484,0.07341504096984863,0.07195234298706055,0.07907438278198242,0.0354161262512207
0.051629066467285156,0.06900930404663086,0.07098221778869629,0.07587790489196777,0.06985831260681152,0.07921457290649414,0.03509211540222168
0.05172872543334961,0.0710601806640625,0.07334446907043457,0.072540283203125,0.06948184967041016,0.08012676239013672,0.0354156494140625
0.05130362510681152,0.06986689567565918,0.06992840766906738,0.07590651512145996,0.0724787712097168,0.07946252822875977,0.035054683685302734
0.05163884162902832,0.06944966316223145,0.06861066818237305,0.07692527770996094,0.06938695907592773,0.07927536964416504,0.03496193885803223
0.05109524726867676,0.0690772533416748,0.06934690475463867,0.07063961029052734,0.06935834884643555,0.07939696311950684,0.03536653518676758
0.051059722900390625,0.06957817077636719,0.07013893127441406,0.0719301700592041,0.07105088233947754,0.07950830459594727,0.03514885902404785
0.0514836311340332,0.0689704418182373,0.07005524635314941,0.07463455200195312,0.06939244270324707,0.0790097713470459,0.03518199920654297
0.05107593536376953,0.06928873062133789,0.07056736946105957,0.07088875770568848,0.07236361503601074,0.07883000373840332,0.03506588935852051
0.050739288330078125,0.06973814964294434,0.069915771484375,0.0740652084350586,0.06951212882995605,0.07950353622436523,0.0350649356842041
0.0508573055267334,0.06849861145019531,0.07029128074645996,0.07645440101623535,0.06980299949645996,0.07936835289001465,0.03514838218688965
0.05116462707519531,0.07016324996948242,0.07069277763366699,0.07529473304748535,0.06992912292480469,0.079193115234375,0.03542160987854004
0.0510869026184082,0.07003116607666016,0.0713198184967041,0.0715169906616211,0.07062721252441406,0.07914280891418457,0.03558182716369629
0.050844430923461914,0.07276797294616699,0.06924605369567871,0.07499837875366211,0.07041049003601074,0.07915258407592773,0.03524947166442871
0.05109047889709473,0.06990218162536621,0.0716867446899414,0.07393097877502441,0.06990432739257812,0.07922220230102539,0.03527498245239258
0.051146745681762695,0.06975269317626953,0.07154154777526855,0.07452821731567383,0.07142806053161621,0.07905268669128418,0.0356447696685791
0.05125761032104492,0.0698099136352539,0.07061314582824707,0.073150634765625,0.06981754302978516,0.07945466041564941,0.03518486022949219
0.0507962703704834,0.06993341445922852,0.0703284740447998,0.07055163383483887,0.07023286819458008,0.07910919189453125,0.03523612022399902
0.05119919776916504,0.0698094367980957,0.06852364540100098,0.07454395294189453,0.06942939758300781,0.0795278549194336,0.035497426986694336
0.051055192947387695,0.06915163993835449,0.07356619834899902,0.0707859992980957,0.0721738338470459,0.07927632331848145,0.0352628231048584
0.05152440071105957,0.07152700424194336,0.07139992713928223,0.07617473602294922,0.06987810134887695,0.07898497581481934,0.0353548526763916
0.051026105880737305,0.07096242904663086,0.07025504112243652,0.07106924057006836,0.0695796012878418,0.07917642593383789,0.03530144691467285
0.050653934478759766,0.07002544403076172,0.07046937942504883,0.07047724723815918,0.07020378112792969,0.07938909530639648,0.03545713424682617
0.05080080032348633,0.0708625316619873,0.07095623016357422,0.07463288307189941,0.0708773136138916,0.07966423034667969,0.035356998443603516
0.051535606384277344,0.07131695747375488,0.07006311416625977,0.07214021682739258,0.07044720649719238,0.07909631729125977,0.03556680679321289
0.05123186111450195,0.06853461265563965,0.07087302207946777,0.08148455619812012,0.07035326957702637,0.07924652099609375,0.03524899482727051
0.05117177963256836,0.07012796401977539,0.06993937492370605,0.07114744186401367,0.07007956504821777,0.07946944236755371,0.0350947380065918
0.05115389823913574,0.06968379020690918,0.06944441795349121,0.07601475715637207,0.07084250450134277,0.07949447631835938,0.03534650802612305
0.05065274238586426,0.06900906562805176,0.07085371017456055,0.07634401321411133,0.07059693336486816,0.07894730567932129,0.03556108474731445
0.05100703239440918,0.06902480125427246,0.07131338119506836,0.08096528053283691,0.07006072998046875,0.07877326011657715,0.0353550910949707
0.05064892768859863,0.07154965400695801,0.0695500373840332,0.07165980339050293,0.06978917121887207,0.07908368110656738,0.035288095474243164
0.05120444297790527,0.07008790969848633,0.07133913040161133,0.07725787162780762,0.0722649097442627,0.08093929290771484,0.035129547119140625
0.0509335994720459,0.0711677074432373,0.07193565368652344,0.07291841506958008,0.07244515419006348,0.07912349700927734,0.03545188903808594
0.05092191696166992,0.07068610191345215,0.07349991798400879,0.07174420356750488,0.07067036628723145,0.07881927490234375,0.03536510467529297
0.05130171775817871,0.07084941864013672,0.06995463371276855,0.0728907585144043,0.07051348686218262,0.07930684089660645,0.034976959228515625
0.05091738700866699,0.06979632377624512,0.06943225860595703,0.0783231258392334,0.07035636901855469,0.07950925827026367,0.03459429740905762
0.051690101623535156,0.07253360748291016,0.06986308097839355,0.07163190841674805,0.06900882720947266,0.07941603660583496,0.035408973693847656
0.05130195617675781,0.06991839408874512,0.06945347785949707,0.07591557502746582,0.06946301460266113,0.0793313980102539,0.035152435302734375
0.05112504959106445,0.06995391845703125,0.0708608627319336,0.07079315185546875,0.06959199905395508,0.07944726943969727,0.03500080108642578
0.05110883712768555,0.06939435005187988,0.07072639465332031,0.0727839469909668,0.06959104537963867,0.07935523986816406,0.03534555435180664
0.051136016845703125,0.06968927383422852,0.0703737735748291,0.07629776000976562,0.07171225547790527,0.07938385009765625,0.03528571128845215
0.051381826400756836,0.06893110275268555,0.07016825675964355,0.07324075698852539,0.07118821144104004,0.07924389839172363,0.035124778747558594
0.05111050605773926,0.07254505157470703,0.07101678848266602,0.07310295104980469,0.07044029235839844,0.07901954650878906,0.03525066375732422
0.05156350135803223,0.06999349594116211,0.07139158248901367,0.0729982852935791,0.07110333442687988,0.0794227123260498,0.035431861877441406
0.050936222076416016,0.07006525993347168,0.07016420364379883,0.07421326637268066,0.07069563865661621,0.0792093276977539,0.035128116607666016
0.051216840744018555,0.06900143623352051,0.06919074058532715,0.07706427574157715,0.07002663612365723,0.07931256294250488,0.03516435623168945
0.05100202560424805,0.07149267196655273,0.06932878494262695,0.07587289810180664,0.07167840003967285,0.07939386367797852,0.035332441329956055
0.05169343948364258,0.07044172286987305,0.07264566421508789,0.07742714881896973,0.07112693786621094,0.07926297187805176,0.03519487380981445
0.05068635940551758,0.06970787048339844,0.06952857971191406,0.07351994514465332,0.06917023658752441,0.07902669906616211,0.03529214859008789
0.05118894577026367,0.06982994079589844,0.07131767272949219,0.07782506942749023,0.07076239585876465,0.0794217586517334,0.034999847412109375
0.051027774810791016,0.07018232345581055,0.07029390335083008,0.07729172706604004,0.0706334114074707,0.07905864715576172,0.0352630615234375
0.0512697696685791,0.0689694881439209,0.06989121437072754,0.0748133659362793,0.06984257698059082,0.07943463325500488,0.03488278388977051
0.05127215385437012,0.07228279113769531,0.0701146125793457,0.07923555374145508,0.07094836235046387,0.07902359962463379,0.03517770767211914
0.05070638656616211,0.07162642478942871,0.07093310356140137,0.0766763687133789,0.07019615173339844,0.07947731018066406,0.0353083610534668
0.05113410949707031,0.07001614570617676,0.07112812995910645,0.0791923999786377,0.06990838050842285,0.07923507690429688,0.034883975982666016
0.051236867904663086,0.07033109664916992,0.07210922241210938,0.0724337100982666,0.0703587532043457,0.08009076118469238,0.034760475158691406
0.050925493240356445,0.07156085968017578,0.07002615928649902,0.07309818267822266,0.07091188430786133,0.07948541641235352,0.035204410552978516
0.05140376091003418,0.07029509544372559,0.07111406326293945,0.07188963890075684,0.06874775886535645,0.07899260520935059,0.035292625427246094
0.05119585990905762,0.0692586898803711,0.07141876220703125,0.07583427429199219,0.07033014297485352,0.07939434051513672,0.03512430191040039
0.05139327049255371,0.07018375396728516,0.07171773910522461,0.07279109954833984,0.07024312019348145,0.07953667640686035,0.03528428077697754
0.05158877372741699,0.07198023796081543,0.07354140281677246,0.07016539573669434,0.06976461410522461,0.07874035835266113,0.035501956939697266
0.05096721649169922,0.0705416202545166,0.07061243057250977,0.07449483871459961,0.07038354873657227,0.07918381690979004,0.034920692443847656
0.05096912384033203,0.0697932243347168,0.07171630859375,0.07261800765991211,0.06952738761901855,0.0795586109161377,0.03501701354980469
0.0518038272857666,0.07013702392578125,0.07293415069580078,0.07379341125488281,0.06983256340026855,0.07911539077758789,0.03570222854614258
0.0516514778137207,0.07036590576171875,0.07129573822021484,0.07632994651794434,0.07059216499328613,0.07950663566589355,0.03559303283691406
0.05107736587524414,0.06989526748657227,0.07152748107910156,0.07141447067260742,0.07091164588928223,0.07928609848022461,0.0351254940032959
0.05117607116699219,0.07039165496826172,0.06967902183532715,0.0781402587890625,0.07086992263793945,0.0795285701751709,0.03535342216491699
0.051497459411621094,0.07081055641174316,0.0718994140625,0.07394027709960938,0.06982803344726562,0.0793607234954834,0.03524017333984375
0.05115795135498047,0.06988763809204102,0.06974363327026367,0.07504963874816895,0.07213258743286133,0.07948517799377441,0.0352175235748291
0.05119013786315918,0.07049918174743652,0.0724787712097168,0.0725715160369873,0.06969261169433594,0.07898116111755371,0.03490948677062988
0.051694631576538086,0.07032942771911621,0.07311797142028809,0.07247734069824219,0.07071661949157715,0.07947254180908203,0.03505754470825195
0.05151844024658203,0.07023000717163086,0.06983590126037598,0.08034491539001465,0.07044005393981934,0.07930803298950195,0.03473401069641113
0.051001548767089844,0.07136964797973633,0.07152009010314941,0.08267092704772949,0.07131218910217285,0.07938623428344727,0.03534197807312012
0.05126523971557617,0.06972599029541016,0.07024955749511719,0.07379269599914551,0.07007193565368652,0.07916903495788574,0.03513383865356445
0.05127215385437012,0.07242846488952637,0.06974649429321289,0.07494115829467773,0.07093095779418945,0.07947969436645508,0.03556203842163086
0.05115866661071777,0.0694589614868164,0.07483172416687012,0.07840704917907715,0.07189416885375977,0.0794823169708252,0.03553295135498047
0.05128908157348633,0.07011699676513672,0.07010149955749512,0.07390117645263672,0.06891775131225586,0.0790565013885498,0.03458571434020996
0.05076026916503906,0.06982564926147461,0.06972384452819824,0.0724177360534668,0.07077908515930176,0.07942962646484375,0.03476881980895996
0.05122709274291992,0.07056951522827148,0.07083797454833984,0.07343173027038574,0.07014203071594238,0.07931828498840332,0.03502488136291504
0.05136561393737793,0.0694420337677002,0.0705559253692627,0.07504010200500488,0.07065057754516602,0.07897830009460449,0.035568952560424805
0.051640987396240234,0.06987571716308594,0.07021474838256836,0.07476186752319336,0.07219481468200684,0.07937240600585938,0.035475730895996094
0.050971031188964844,0.06911516189575195,0.07072615623474121,0.07560300827026367,0.06981420516967773,0.07932639122009277,0.03525424003601074
